order_id,customer_id,order_date,status,total_amount,shipping_cost,payment_method,shipping_address,billing_address,created_at,updated_at
1254,245,2024-06-28,Delivered,2049.87,15.33,Debit Card,42570 Li Rest Suite 060,4358 Taylor Vista Suite 337,2024-06-28,2024-07-01
1255,245,2024-10-13,Delivered,5394.15,8.47,Credit Card,33535 Patrick Ville,60988 Ashley Port,2024-10-13,2024-10-13
1256,245,2025-01-07,Delivered,2725.13,11.46,PayPal,9832 Dylan Landing,8892 Hector Lakes,2025-01-07,2025-01-09
1257,245,2024-09-20,Delivered,2629.17,8.87,Credit Card,35999 Todd Gateway,459 Porter Creek Suite 898,2024-09-20,2024-09-20
1258,246,2024-10-06,Delivered,3831.8,9.29,Debit Card,6849 Kathy Course,505 Jensen Wells,2024-10-06,2024-10-08
1259,246,2024-10-11,Delivered,1404.51,8.38,Debit Card,345 Navarro Heights,548 Joyce Isle Suite 584,2024-10-11,2024-10-11
1260,248,2024-11-15,Delivered,2745.97,13.42,PayPal,98583 Stanton Streets Suite 075,7608 Rogers Forks,2024-11-15,2024-11-17
1261,248,2024-11-15,Delivered,1421.62,10.26,PayPal,4928 Richard Landing,790 Natasha Inlet,2024-11-15,2024-11-17
1262,248,2024-07-19,Delivered,225.37,19.71,Debit Card,5295 Randall Extensions,0537 Jessica Rapids,2024-07-19,2024-07-24
1263,248,2024-07-05,Delivered,3791.43,7.24,Debit Card,59895 Jessica Locks,4898 Salazar Shores Suite 468,2024-07-05,2024-07-08
1264,248,2024-07-10,Delivered,2242.57,5.18,Credit Card,89501 Alex Ports,394 Rebecca Union,2024-07-10,2024-07-12
1265,249,2024-09-13,Delivered,1227.32,11.35,PayPal,7030 Lisa Gateway,091 Ricardo Ways Apt. 102,2024-09-13,2024-09-18
1266,249,2024-02-27,Delivered,2637.52,16.37,PayPal,2714 Jeffrey Glens Apt. 140,23224 Hogan Knolls Apt. 429,2024-02-27,2024-02-27
1267,249,2024-06-15,Delivered,1137.17,12.56,PayPal,053 David Curve,808 Michael Circles,2024-06-15,2024-06-16
1268,250,2024-02-25,Delivered,1420.09,6.02,Debit Card,11234 Erik Islands Suite 453,8305 Meyers Landing Suite 371,2024-02-25,2024-02-25
1269,250,2024-09-26,Delivered,1691.29,12.46,PayPal,383 Oconnor Roads,0531 Jeffrey Island,2024-09-26,2024-09-26
1270,250,2024-08-18,Delivered,4047.84,12.9,Credit Card,002 Christopher Shoal,7081 Becker Avenue Apt. 478,2024-08-18,2024-08-20
1271,250,2024-07-26,Delivered,5045.32,6.13,Debit Card,7698 George Turnpike Apt. 524,6472 Taylor Squares Suite 410,2024-07-26,2024-07-28
1272,251,2023-09-02,Delivered,3173.8,15.64,Debit Card,465 Kathleen Views,81366 Donald Keys,2023-09-02,2023-09-04
1273,251,2024-02-10,Delivered,5780.51,6.46,PayPal,646 Hayes Pines Apt. 165,461 Stewart Locks,2024-02-10,2024-02-15
1274,252,2024-12-23,Delivered,7887.59,6.85,Debit Card,66554 Erin Unions Apt. 128,00929 Steven Flat,2024-12-23,2024-12-27
1275,252,2024-12-15,Delivered,4163.2,11.52,PayPal,5081 Compton Dam,90933 Olson Ways,2024-12-15,2024-12-19
1276,252,2024-11-22,Delivered,959.58,11.45,Debit Card,22230 Williams Junctions,83489 Cain Wells Suite 337,2024-11-22,2024-11-23
1277,252,2024-11-19,Delivered,3746.4,18.22,Debit Card,99124 Daniel Mill Apt. 486,9583 Rodriguez Bridge,2024-11-19,2024-11-24
1278,252,2025-01-05,Delivered,1878.92,11.9,Debit Card,353 Larry Stream Suite 981,000 Bryan Wall Apt. 799,2025-01-05,2025-01-08
1279,252,2024-11-01,Delivered,5126.26,16.58,PayPal,875 Morgan Squares Suite 213,2048 Scott Hollow Apt. 974,2024-11-01,2024-11-04
1280,252,2024-11-06,Delivered,3721.6,13.13,Debit Card,946 Matthew Highway,4388 James Street Suite 958,2024-11-06,2024-11-07
1281,252,2024-11-15,Delivered,2821.56,5.38,Credit Card,65043 Rhodes Hollow,0452 Jesus Walk Apt. 986,2024-11-15,2024-11-16
1282,253,2024-01-19,Delivered,4711.99,17.75,Debit Card,382 Christopher Terrace,32970 Robertson Forge Apt. 002,2024-01-19,2024-01-24
1283,253,2024-06-15,Delivered,1223.79,8.19,Credit Card,54965 Bryan Highway Suite 023,1029 Cynthia Knolls,2024-06-15,2024-06-19
1284,253,2024-12-27,Delivered,1325.86,11.07,Debit Card,0368 Curtis Mill Suite 882,10716 Miller Turnpike,2024-12-27,2024-12-28
1285,253,2024-03-26,Delivered,2711.43,8.6,PayPal,85572 Anderson Stravenue Suite 287,3790 Ford Ramp,2024-03-26,2024-03-30
1286,253,2024-12-27,Delivered,3533.92,13.91,Credit Card,269 Rubio Fork,8112 Nicholas Crossing,2024-12-27,2024-12-31
1287,253,2024-10-11,Delivered,1906.6,7.39,Debit Card,0056 Kristy Trace Apt. 350,21532 Roger Lights,2024-10-11,2024-10-13
1288,253,2024-09-11,Delivered,822.98,7.11,Debit Card,839 Henson Groves Apt. 114,63547 Taylor Hill Apt. 792,2024-09-11,2024-09-12
1289,254,2024-06-26,Delivered,5406.86,13.63,Credit Card,83244 Richard Circles Suite 460,1489 Moore Shoals Suite 358,2024-06-26,2024-06-27
1290,254,2024-10-31,Delivered,705.43,9.18,PayPal,546 Meyer Manor,9686 Marshall Lock,2024-10-31,2024-11-03
1291,255,2023-08-07,Delivered,1327.38,14.07,Debit Card,6322 Powell Summit Apt. 743,58757 Darrell Pike Apt. 205,2023-08-07,2023-08-07
1292,255,2024-10-02,Delivered,2023.51,9.97,PayPal,112 Brandon Fort,2598 Nicholas Estates,2024-10-02,2024-10-04
1293,256,2024-11-05,Delivered,671.4,10.13,PayPal,46506 Latoya River,6297 Adam Islands Suite 407,2024-11-05,2024-11-07
1294,256,2024-06-28,Delivered,3606.25,13.53,Debit Card,05973 Brianna Ports,53481 David Avenue Suite 340,2024-06-28,2024-06-29
1295,256,2024-01-20,Delivered,3868.32,5.44,Credit Card,83515 Jenkins Islands,444 Stephen Parkways Apt. 685,2024-01-20,2024-01-25
1296,256,2024-02-05,Delivered,461.72,7.76,Debit Card,9249 Morrison Grove Suite 725,203 Katie Valleys Apt. 180,2024-02-05,2024-02-06
1297,257,2024-05-29,Delivered,160.91,12.39,PayPal,641 Miller Coves Apt. 389,3404 Jaclyn Points,2024-05-29,2024-05-30
1298,257,2024-07-07,Delivered,1685.91,19.09,Debit Card,1242 Kellie Ports Apt. 328,860 Scott Place Suite 616,2024-07-07,2024-07-11
1299,257,2024-04-11,Delivered,872.54,19.32,Debit Card,11934 Micheal Circles,766 Anne Lane,2024-04-11,2024-04-14
1300,257,2024-04-08,Delivered,1240.9,18.88,Debit Card,27093 Alyssa Stream Apt. 772,071 Tyler Manors Apt. 966,2024-04-08,2024-04-10
1301,258,2024-11-19,Delivered,3510.64,8.57,Credit Card,137 Shawn Via Apt. 048,6486 Turner Mountain Apt. 936,2024-11-19,2024-11-23
1302,258,2024-12-21,Delivered,5411.54,7.03,Debit Card,18094 Pam Avenue Apt. 627,309 Chad Land Suite 939,2024-12-21,2024-12-23
1303,258,2024-11-19,Delivered,1303.6,6.98,PayPal,530 Butler Parkways,053 Solis Mall,2024-11-19,2024-11-19
1304,258,2025-01-07,Delivered,3327.42,12.1,PayPal,688 Jason Courts Apt. 605,512 Austin View,2025-01-07,2025-01-08
1305,258,2024-12-30,Delivered,1436.04,13.54,Credit Card,79981 Vanessa Burgs,39184 Sarah Fall Apt. 834,2024-12-30,2024-12-30
1306,258,2024-11-18,Delivered,8324.58,8.68,Debit Card,7182 Morales Hill,475 Huffman Bypass Suite 014,2024-11-18,2024-11-21
1307,258,2024-12-16,Delivered,1288.7,19.19,PayPal,87055 Steven Loaf Suite 699,206 Barnett Manors Suite 499,2024-12-16,2024-12-20
1308,258,2025-01-09,Processing,3985.62,9.73,Debit Card,3411 Gary Meadow,86967 Todd Pine,2025-01-09,2025-01-10
1309,258,2024-11-26,Delivered,3316.08,12.84,Debit Card,021 Adams Drive Apt. 208,537 Wagner Ranch,2024-11-26,2024-11-30
1310,258,2025-01-14,Shipped,6782.6,13.61,Debit Card,119 Smith Knolls Suite 890,4741 Eric Stravenue,2025-01-14,2025-01-19
1311,258,2025-01-06,Delivered,3585.66,5.52,PayPal,974 Tate Spur,354 Sarah Vista Suite 112,2025-01-06,2025-01-08
1312,259,2023-02-12,Delivered,996.99,18.0,Debit Card,249 Wilson Summit Suite 365,233 Krause Bridge,2023-02-12,2023-02-13
1313,260,2023-06-22,Delivered,7378.75,17.35,Debit Card,953 Franco Street,330 Stout Prairie,2023-06-22,2023-06-24
1314,260,2024-02-21,Delivered,717.55,6.52,Credit Card,2373 Warner Crossroad,00825 Kennedy Fort Apt. 193,2024-02-21,2024-02-26
1315,260,2024-08-10,Delivered,2718.95,13.79,Credit Card,094 Michael Place,3438 Mejia Fall Suite 373,2024-08-10,2024-08-12
1316,260,2024-10-18,Delivered,2398.24,9.32,Credit Card,88341 Holly Ramp,731 Edward Ports Apt. 339,2024-10-18,2024-10-19
1317,260,2024-12-28,Delivered,2340.75,11.76,Credit Card,231 Brian Highway Apt. 122,852 Ronald Trafficway Apt. 588,2024-12-28,2024-12-29
1318,261,2025-01-04,Delivered,3260.96,19.58,PayPal,5153 Haynes Valleys Apt. 043,171 Armstrong Port Suite 712,2025-01-04,2025-01-06
1319,261,2023-11-02,Delivered,3059.13,17.4,PayPal,3592 Jones Square Apt. 323,6160 Riley Prairie,2023-11-02,2023-11-07
1320,261,2024-08-24,Delivered,5219.38,16.2,Debit Card,531 Jones Roads,3500 Sanchez Wells Apt. 792,2024-08-24,2024-08-28
1321,261,2023-10-01,Delivered,2542.28,18.63,Debit Card,3715 Monica Lodge,32686 Cooper Row Apt. 409,2023-10-01,2023-10-06
1322,261,2024-11-19,Delivered,6465.86,14.73,Credit Card,01478 Sanders Walks Apt. 383,783 Nicholas Landing,2024-11-19,2024-11-22
1323,261,2024-10-25,Delivered,2533.25,5.74,Credit Card,2149 Graham Haven,64104 Cindy Burgs Apt. 485,2024-10-25,2024-10-30
1324,261,2024-01-26,Delivered,2208.07,13.63,PayPal,16789 Day Forges,80810 Mendoza Street,2024-01-26,2024-01-29
1325,261,2024-12-18,Delivered,3919.13,13.99,PayPal,827 Smith Causeway,9202 Gardner Prairie,2024-12-18,2024-12-22
1326,261,2024-07-21,Delivered,438.84,15.3,PayPal,83865 Bates Terrace Apt. 310,07281 Lauren Parks,2024-07-21,2024-07-25
1327,261,2024-06-09,Delivered,1668.36,7.89,Debit Card,43991 Anita Square,667 Oconnor Terrace,2024-06-09,2024-06-10
1328,262,2024-03-19,Delivered,718.35,17.84,Credit Card,3292 Jason Cape,5652 Li Lock,2024-03-19,2024-03-22
1329,262,2024-05-18,Delivered,679.62,5.76,Credit Card,3543 Weber Station Suite 637,39399 Mason Glens Suite 001,2024-05-18,2024-05-22
1330,262,2024-05-29,Delivered,2253.05,11.26,Credit Card,57994 George Rest Suite 773,62667 Carter Fields Apt. 595,2024-05-29,2024-06-01
1331,262,2024-08-30,Delivered,6846.16,10.34,Debit Card,881 Marshall Shore Suite 700,690 Gregory Loaf Apt. 605,2024-08-30,2024-09-02
1332,262,2024-08-07,Delivered,3658.42,9.96,PayPal,74626 Sara Forest,475 Payne Courts Apt. 827,2024-08-07,2024-08-09
1333,262,2024-11-25,Delivered,3179.7,10.28,PayPal,8595 Erin Camp Apt. 459,71231 Brenda Glens,2024-11-25,2024-11-25
1334,262,2024-03-21,Delivered,1443.91,5.78,Debit Card,331 Cross Common Apt. 768,1475 Zuniga Trail Suite 265,2024-03-21,2024-03-24
1335,262,2024-12-14,Delivered,2960.73,17.84,PayPal,0917 Osborne Bypass Suite 617,031 Jeffrey Land Suite 469,2024-12-14,2024-12-17
1336,263,2024-06-26,Delivered,524.03,8.83,Credit Card,58061 Phillips Rapids Suite 548,110 Harris Ramp Apt. 145,2024-06-26,2024-06-27
1337,263,2024-05-08,Delivered,1246.54,17.92,Debit Card,75273 Michael Forges Suite 209,74377 Smith Spring,2024-05-08,2024-05-12
1338,263,2024-11-06,Delivered,468.02,12.08,Credit Card,532 Mary Ferry Apt. 577,960 Martin Village,2024-11-06,2024-11-07
1339,263,2024-04-10,Delivered,3007.17,8.02,Debit Card,511 Amy Mills,154 Jamie Plains Suite 744,2024-04-10,2024-04-11
1340,264,2024-09-18,Delivered,813.99,17.31,PayPal,513 Kelsey Mountains,773 Hardy Drive Apt. 700,2024-09-18,2024-09-18
1341,264,2024-08-12,Delivered,4347.92,11.12,Credit Card,043 Sampson Brook Suite 733,45328 Allison Bypass,2024-08-12,2024-08-13
1342,264,2024-12-27,Delivered,374.84,14.64,Credit Card,484 Johnston Curve,1766 Huffman Meadows Suite 043,2024-12-27,2025-01-01
1343,264,2024-09-26,Delivered,833.14,15.97,Debit Card,580 Hernandez Course,25013 Lee Estate,2024-09-26,2024-09-30
1344,264,2024-08-01,Delivered,1225.66,5.46,Debit Card,516 Lawrence Rapid,256 Sara Turnpike,2024-08-01,2024-08-01
1345,264,2024-07-26,Delivered,3703.22,9.04,PayPal,5848 Deborah Parks Suite 389,681 Estrada Lodge Suite 849,2024-07-26,2024-07-31
1346,265,2024-07-03,Delivered,378.97,17.36,PayPal,1093 Mclaughlin Skyway,1494 Castro Shoals Suite 503,2024-07-03,2024-07-07
1347,265,2024-10-19,Delivered,263.86,7.02,Credit Card,30255 Hoffman Loop,3553 Marsh Ranch Suite 115,2024-10-19,2024-10-23
1348,265,2024-08-24,Delivered,3495.56,6.64,PayPal,49678 Manuel Loop Suite 202,48165 Daniel Circle,2024-08-24,2024-08-28
1349,265,2024-06-20,Delivered,2642.85,9.48,PayPal,482 James Drives Apt. 952,70362 Alvarez Wells,2024-06-20,2024-06-25
1350,266,2024-12-12,Delivered,1241.62,9.49,Debit Card,4877 Scott Lake Suite 526,900 Rachel Fall,2024-12-12,2024-12-14
1351,266,2024-12-13,Delivered,3912.45,14.6,Debit Card,950 Erik Fall,66223 Parker Bypass Suite 647,2024-12-13,2024-12-13
1352,267,2024-07-23,Delivered,3793.33,13.77,Credit Card,75964 Tracey Point Suite 600,6941 Gregory View Suite 179,2024-07-23,2024-07-28
1353,267,2024-10-29,Delivered,6950.66,5.02,Credit Card,6783 Ivan Cliff Suite 544,518 Ashley Parks Apt. 805,2024-10-29,2024-11-03
1354,268,2025-01-01,Delivered,3625.28,17.13,Debit Card,2165 Nguyen Mill,45652 Medina Prairie,2025-01-01,2025-01-02
1355,268,2024-08-16,Delivered,2566.48,12.81,PayPal,83885 Michael Ridges Suite 187,410 Escobar Dam,2024-08-16,2024-08-17
1356,268,2024-06-02,Delivered,7689.4,8.41,PayPal,103 Misty Green,74582 Lara Tunnel,2024-06-02,2024-06-04
1357,268,2024-10-06,Delivered,1747.31,11.55,PayPal,55034 Charles Cliffs,01378 Andrew View,2024-10-06,2024-10-06
1358,268,2024-11-07,Delivered,4478.63,9.63,Debit Card,923 Hobbs Points Apt. 073,24650 Heidi Port,2024-11-07,2024-11-11
1359,268,2024-11-23,Delivered,5421.34,7.38,Credit Card,0030 Elizabeth Spurs,95918 David Port Suite 530,2024-11-23,2024-11-27
1360,268,2024-08-12,Delivered,971.67,16.8,PayPal,63411 Carl Haven Suite 355,3004 Nicole Light Suite 706,2024-08-12,2024-08-17
1361,269,2025-01-14,Processing,5096.41,6.59,Credit Card,7526 Rose Vista,4516 Joseph Camp Suite 685,2025-01-14,2025-01-15
1362,269,2025-01-13,Pending,3390.44,16.05,PayPal,52035 Steven Extensions Suite 002,74426 Roberts Junctions,2025-01-13,2025-01-18
1363,269,2025-01-14,Processing,1881.43,7.49,PayPal,51580 Williams Plaza Apt. 979,3496 Lin Lane Suite 453,2025-01-14,2025-01-18
1364,269,2025-01-11,Pending,3365.08,17.74,Credit Card,7803 Bruce Circles,74245 Ann Ranch Apt. 101,2025-01-11,2025-01-14
1365,269,2025-01-13,Pending,836.4,17.65,Debit Card,23222 Payne Shoals Apt. 647,0694 Baldwin Neck Apt. 926,2025-01-13,2025-01-18
1366,269,2025-01-15,Pending,1213.0,10.57,Credit Card,260 Colin Shore Apt. 870,3746 Michael Green,2025-01-15,2025-01-18
1367,270,2024-12-26,Delivered,586.84,7.24,PayPal,107 Vanessa Oval Apt. 225,5226 Martinez Well Apt. 760,2024-12-26,2024-12-28
1368,270,2024-07-15,Delivered,6818.12,13.45,Credit Card,8507 Paul Crossing,120 Taylor Shoal Suite 987,2024-07-15,2024-07-16
1369,270,2023-12-16,Delivered,621.75,11.9,Debit Card,159 Palmer Causeway Apt. 953,65800 Jackson Bypass,2023-12-16,2023-12-19
1370,270,2023-12-01,Delivered,2242.75,11.75,Credit Card,83955 Shaw Street Suite 333,5695 Stephanie Ferry Suite 932,2023-12-01,2023-12-02
1371,271,2024-11-06,Delivered,6066.49,12.07,PayPal,5528 Mitchell Extension Suite 005,3492 Perez Greens Apt. 046,2024-11-06,2024-11-08
1372,272,2024-12-17,Delivered,2429.13,15.72,Debit Card,7726 Andrew Island,628 Little Creek Apt. 999,2024-12-17,2024-12-20
1373,272,2023-12-02,Delivered,4129.16,15.07,PayPal,22944 Roth Crescent Suite 855,8230 Washington Squares,2023-12-02,2023-12-07
1374,272,2024-03-15,Delivered,1255.16,6.06,PayPal,56227 Quinn Spur Apt. 083,6471 Russell Ferry Apt. 022,2024-03-15,2024-03-17
1375,272,2024-04-12,Delivered,1297.67,8.04,Debit Card,3160 Ramos Cliffs,57201 Allen Station Suite 692,2024-04-12,2024-04-16
1376,272,2024-10-19,Delivered,2837.4,5.6,Credit Card,0048 Michael Club Apt. 044,704 Jones Shore Suite 794,2024-10-19,2024-10-22
1377,272,2024-07-24,Delivered,1818.51,5.99,Debit Card,4873 Tammy Fort Apt. 365,84139 Marcus Isle Apt. 565,2024-07-24,2024-07-24
1378,272,2024-08-15,Delivered,2979.05,13.72,Debit Card,57550 Morris Pine,16767 Randy Forest,2024-08-15,2024-08-20
1379,272,2024-09-20,Delivered,1269.23,10.86,Credit Card,913 Ellis Overpass,558 Williams Well,2024-09-20,2024-09-24
1380,273,2024-05-14,Delivered,3905.99,13.26,Credit Card,49624 Annette Forest Suite 439,1467 Garcia River,2024-05-14,2024-05-14
1381,273,2024-12-16,Delivered,882.67,12.18,Credit Card,5261 Thomas Ford Suite 471,2332 Erica Spur Apt. 397,2024-12-16,2024-12-20
1382,273,2024-07-23,Delivered,931.29,15.22,Debit Card,437 Holloway Ramp,39673 James Village Suite 844,2024-07-23,2024-07-28
1383,273,2024-11-04,Delivered,6258.59,5.42,Debit Card,02518 Stephanie Loop Apt. 190,347 Moore Route Apt. 468,2024-11-04,2024-11-04
1384,274,2024-01-09,Delivered,8811.34,18.93,Debit Card,7913 David Grove,1525 Mary Grove,2024-01-09,2024-01-09
1385,274,2024-07-09,Delivered,7373.23,16.51,Credit Card,675 Reese Ranch Suite 531,6736 Robinson Shoals Suite 686,2024-07-09,2024-07-09
1386,274,2024-06-10,Delivered,2152.56,13.79,Debit Card,343 Johnathan Way Apt. 914,8261 Gary Manor Suite 708,2024-06-10,2024-06-11
1387,274,2024-05-07,Delivered,167.77,13.3,Credit Card,7776 Jennifer Route,8304 Melton Way,2024-05-07,2024-05-09
1388,274,2024-10-17,Delivered,7285.96,12.67,Credit Card,557 Nelson Groves,9259 Campbell Valleys Suite 788,2024-10-17,2024-10-18
1389,274,2024-10-21,Delivered,4667.74,9.74,Debit Card,249 Natalie Burgs,386 Bennett Cliffs Suite 639,2024-10-21,2024-10-25
1390,275,2024-11-17,Delivered,715.85,17.93,Credit Card,4084 Eric Shore Apt. 032,702 Rebecca Park,2024-11-17,2024-11-18
1391,275,2024-10-10,Delivered,3137.81,10.31,Credit Card,618 Fitzpatrick Shores Apt. 764,3858 Jimenez Courts,2024-10-10,2024-10-15
1392,276,2024-06-04,Delivered,3106.18,16.49,PayPal,5623 David Pines Suite 360,28790 King Drives Apt. 047,2024-06-04,2024-06-06
1393,276,2024-08-05,Delivered,688.34,14.48,PayPal,32609 Isaiah Plaza Apt. 591,2298 Knight Street,2024-08-05,2024-08-08
1394,276,2024-10-30,Delivered,2397.91,18.58,Credit Card,77445 Hardy Dale,980 Stanton Canyon Suite 451,2024-10-30,2024-11-03
1395,277,2024-10-24,Delivered,4981.23,14.27,PayPal,44367 Best Ways,359 Benjamin Ports,2024-10-24,2024-10-29
1396,277,2024-07-15,Delivered,6155.84,8.95,Credit Card,81674 Donna Ferry Suite 792,00288 Steven Port,2024-07-15,2024-07-15
1397,277,2024-07-31,Delivered,2365.16,5.96,Debit Card,64009 Tammy Crest,73366 Carlos Mountains,2024-07-31,2024-07-31
1398,277,2024-05-11,Delivered,813.05,19.04,Credit Card,8371 Kristen Plain Suite 590,20653 Richard Radial,2024-05-11,2024-05-12
1399,277,2024-09-15,Delivered,1148.8,13.04,Debit Card,17555 Newman Crossroad Suite 486,6772 Ward Shoals,2024-09-15,2024-09-18
1400,278,2024-12-26,Delivered,1722.09,14.03,Debit Card,0799 Tracy Camp Apt. 965,386 Best Dam,2024-12-26,2024-12-31
1401,278,2024-11-07,Delivered,4368.34,18.18,Debit Card,59189 Robert Shores Suite 963,030 Baker Meadow,2024-11-07,2024-11-07
1402,278,2024-06-08,Delivered,4536.06,8.48,PayPal,9045 Ramirez River Suite 220,07865 Sawyer Fields Apt. 925,2024-06-08,2024-06-11
1403,279,2024-09-01,Delivered,3382.41,9.38,PayPal,344 Dale Manors,497 Price Mill,2024-09-01,2024-09-01
1404,279,2025-01-06,Delivered,3018.15,19.85,PayPal,19983 Alexander Summit Apt. 328,33030 Martinez Causeway Suite 983,2025-01-06,2025-01-08
1405,280,2023-07-12,Delivered,3434.92,6.0,PayPal,4571 Scott Union,838 Knapp Glens Suite 448,2023-07-12,2023-07-15
1406,280,2024-01-29,Delivered,2869.02,16.38,PayPal,2443 Andrew Isle,4090 Adam Rapid,2024-01-29,2024-02-02
1407,280,2024-11-11,Delivered,5396.63,10.49,Credit Card,8555 Justin Camp,430 Ryan Spring,2024-11-11,2024-11-16
1408,281,2024-10-26,Delivered,3052.52,8.5,Debit Card,43132 Andrew Flat Suite 602,5463 Keith Islands,2024-10-26,2024-10-31
1409,281,2024-08-28,Delivered,1726.31,15.66,PayPal,77772 Randy Terrace,388 Luis Isle Apt. 326,2024-08-28,2024-09-01
1410,281,2024-10-08,Delivered,3334.98,18.83,Debit Card,0270 Kylie Spring Apt. 353,288 Benjamin Brook,2024-10-08,2024-10-09
1411,281,2024-09-02,Delivered,2776.21,8.4,Credit Card,77096 Heather Drives Apt. 401,4683 Morrison Shores,2024-09-02,2024-09-06
1412,281,2024-10-02,Delivered,3299.65,14.4,Credit Card,8211 Murphy Vista,7038 David Glens Apt. 708,2024-10-02,2024-10-06
1413,281,2024-10-24,Delivered,2981.09,16.96,PayPal,234 Nguyen Corner,15880 Watson Spring,2024-10-24,2024-10-26
1414,281,2024-10-12,Delivered,7141.88,17.7,PayPal,82684 Linda Common Suite 941,88584 Compton Divide Apt. 283,2024-10-12,2024-10-17
1415,281,2024-12-14,Delivered,2649.14,13.58,Debit Card,82506 Sean Mountain Suite 225,368 Donna Street Apt. 768,2024-12-14,2024-12-14
1416,282,2024-11-13,Delivered,1197.61,12.31,Debit Card,835 Goodman Crest Apt. 721,8395 Price Light,2024-11-13,2024-11-13
1417,282,2024-08-01,Delivered,2699.64,5.95,Credit Card,0940 Matthew Fork,16074 Michelle Circle Apt. 229,2024-08-01,2024-08-01
1418,282,2024-09-15,Delivered,5951.56,14.97,Debit Card,70296 Jones Cliffs Apt. 410,42173 Jackson Court,2024-09-15,2024-09-17
1419,282,2024-02-16,Delivered,5620.19,8.42,Credit Card,741 Calvin Vista,7030 Linda Parkway Suite 342,2024-02-16,2024-02-21
1420,282,2024-10-25,Delivered,496.75,8.83,Credit Card,9932 Matthew Stream Apt. 856,91903 Connie Bridge Apt. 573,2024-10-25,2024-10-30
1421,282,2024-09-02,Delivered,827.36,17.16,Credit Card,867 Wilkins Pike,35096 Cannon Passage,2024-09-02,2024-09-07
1422,282,2024-03-02,Delivered,2623.69,13.87,PayPal,742 Caleb Terrace,87057 Sims Burg Suite 327,2024-03-02,2024-03-04
1423,282,2024-12-02,Delivered,3132.99,14.55,PayPal,94379 John Heights Suite 986,31153 Maria Point Suite 573,2024-12-02,2024-12-07
1424,282,2024-06-23,Delivered,1116.55,19.54,Debit Card,73802 Michael Path Apt. 219,0622 Davis Common Suite 110,2024-06-23,2024-06-28
1425,283,2024-07-07,Delivered,3331.75,15.61,PayPal,281 Douglas Port Suite 663,98813 Spencer Terrace Apt. 231,2024-07-07,2024-07-10
1426,283,2024-09-15,Delivered,3059.08,11.9,PayPal,2827 Ross Mount,55626 Harvey Spring Suite 272,2024-09-15,2024-09-18
1427,284,2024-07-15,Delivered,1310.7,19.29,PayPal,953 Robert Village,15352 Teresa Oval,2024-07-15,2024-07-20
1428,284,2024-06-24,Delivered,747.77,18.73,Credit Card,09866 Melissa Summit,802 Foster Highway Apt. 795,2024-06-24,2024-06-24
1429,285,2023-06-07,Delivered,1297.45,16.9,Debit Card,03025 Richard Street Suite 099,43549 Jason Alley,2023-06-07,2023-06-08
1430,285,2023-10-23,Delivered,2896.04,14.21,Credit Card,378 Bryan Plains,670 Nicole Course,2023-10-23,2023-10-23
1431,285,2023-08-22,Delivered,7382.52,15.88,PayPal,65449 Schaefer Garden Apt. 655,76756 Mark Wall,2023-08-22,2023-08-26
1432,285,2023-02-06,Delivered,2178.52,6.41,PayPal,31870 Arroyo Port Suite 363,7545 Brenda Point,2023-02-06,2023-02-07
1433,286,2024-09-06,Delivered,2508.01,9.57,PayPal,200 Taylor Island Suite 861,0735 Brown Circle,2024-09-06,2024-09-06
1434,286,2024-08-27,Delivered,2956.39,7.46,PayPal,0026 Chang Green Suite 582,828 King Place,2024-08-27,2024-08-30
1435,286,2024-04-18,Delivered,535.47,11.51,Credit Card,10644 Jennifer Greens,4703 Harris Key Suite 027,2024-04-18,2024-04-21
1436,286,2024-12-06,Delivered,4002.36,5.79,Credit Card,122 Victoria Mill Suite 223,8302 Dustin Corners,2024-12-06,2024-12-09
1437,286,2024-02-05,Delivered,5415.36,6.0,Debit Card,714 Tara Stream,9633 Cross Circle Suite 207,2024-02-05,2024-02-08
1438,286,2024-08-25,Delivered,3798.29,14.51,Debit Card,9368 Kramer Hill,31958 James Rapid Apt. 177,2024-08-25,2024-08-26
1439,286,2024-06-21,Delivered,3245.14,15.28,Credit Card,0776 Anderson Light Suite 849,515 Mark Estates Apt. 061,2024-06-21,2024-06-23
1440,286,2024-08-23,Delivered,2680.43,5.67,Credit Card,8542 Becker Rest Suite 062,581 White Shoal Apt. 297,2024-08-23,2024-08-24
1441,286,2024-10-31,Delivered,1668.04,17.02,Debit Card,0558 Brian Parks,402 Bates Islands Suite 258,2024-10-31,2024-11-05
1442,287,2024-01-20,Delivered,1439.54,17.48,PayPal,733 Jennifer Parkways Suite 878,938 Matthew Fort Apt. 057,2024-01-20,2024-01-25
1443,287,2024-02-13,Delivered,3381.03,18.13,Debit Card,01299 Anderson Passage,458 Ward Fork,2024-02-13,2024-02-17
1444,287,2024-01-31,Delivered,1611.3,13.59,Credit Card,9577 Patrick Field,2183 Steven Pine,2024-01-31,2024-01-31
1445,287,2024-02-12,Delivered,3005.72,18.88,Debit Card,130 Lester Manor,25330 Brandon Greens Apt. 645,2024-02-12,2024-02-17
1446,287,2023-11-17,Delivered,4435.76,10.61,PayPal,52242 Jones Summit Apt. 991,198 Bryan Loaf,2023-11-17,2023-11-17
